ID,Split,Lesson_Topic,History,,Peda_Strategies,Label
292858176,train,7.4B.Identify Unit Rate,||| student: ok ||| teacher: We can find the unit rate by selecting one point on the line and writing down the coordinates. ||| teacher: What is the coordinate of one point on the line? ||| student: 300 ||| ,"That could be one of the coordinates, what would be the x-coordinate when the y is 300?",explain_concept,1
294926168,train,4.2F.Comparing Decimals,||| teacher: Now it's time for you to prove you've mastered this topic! You will work on 3 problems in the Exit Ticket section and be able to earn 3 points for every question. ||| teacher: Give your best with this question. ||| teacher: Is that your final answer? ||| student: yes ||| ,"Hm, not quite. We want to compare which is bigger between 5.7 and 5.10",explain_concept,1
4055224113,train,3.4G.Properties of Multiplication,||| teacher: Here is your first Exit ticket. ||| student: done ||| teacher: Is that your final answer? ||| student: yesssssssssssssssssssssssssssssss ||| ,"Ah, not quite. Looking at your work, it looks like we forgot to carry the 3 when we multiplied the 4 and 8",provide_hint,1
7018818331,train,Not Available,"teacher: Hi! ||| student: Hello, have you seen any good movies lately? ||| teacher: I watched a few lately, but nothing is as good as Avatar. what's your favorite? ||| student: I have never seen Avatar, what is it about? I really enjoy the Avenger movies ||| teacher: it's a science-fiction movie with beautiful landscape of an imaginary nature with non-human creatures. people figured out a way to join that nature through Avatar transformation. the movie ends with a meaningful story of how human behaviors, e.g., cutting trees, have affected nature ||| student: That sounds really cool! I think that movie did really well when it was in the box office so it must be good! ||| teacher: yea. what else do you like to do beside movies? ||| student: I enjoy baking cookies. I am on a quest to bake the best chocolate chip cookie 🙂 What about you? ||| teacher: I enjoy eating 🙂 ||| student: so definitely would like to try your best chocolate cookie ||| teacher: I will have to bake some soon and let you know. What types of food do you like to eat? ||| student: thanks! I generally love noodle soups like Pho or Ramen :)",Noodle soup is delicious! Do you make homemade noodle soup or do you prefer to go out?,None,0
2771413056,test,Not Available,"teacher: Hi! ||| student: hello there, how is it going?",Pretty great. I just won a pingpong game. What about you?,None,0
411065319,val,3.6D.Decomposing Figures,||| teacher: Sounds great. ||| teacher: Use the area formula to find the area of the current patio. ||| teacher: What is the area of the pink rectangle? ||| student: 4 m ||| ,"To find the area, we would multiply the length times width. What is the length?",explain_concept,1
1221926808,train,Not Available,"teacher: Hi! ||| student: Hello ||| teacher: Do you have a favourite flower? ||| student: hmm, I haven't thought about that much, but i think lotus should be one of my favorites. Why do you ask?",I'm working on a theory. Why does the lotus spring to mind?,None,0
2895106109,train,4.5A.Geometric Lines,"||| teacher: Examples: triangles, rectangles and pentagons. ||| teacher: An obtuse angle is an angle that is more than 90 degrees. ||| teacher: What is the name of a 5 sided polygon? ||| student: a octogon ||| ",Great try! An octagon has 8 sides (I remember this by thinking about an octopus having 8 tentacles). The prefix for 5 is pent,provide_strategy,1
405621324,test,4.4A.Adding Multi-Digit Numbers,||| teacher: We will start in the one's place and add 6 and 9. ||| student: kk ||| teacher: What is the value of 6+9? ||| student: 13 ||| ,Good try! Try using a number line. Start at 6 and move 9 spaces. Where are you now?,provide_strategy,1
8846050286,train,Not Available,teacher: Hi! ||| student: Hello! How’s everything going today? ||| teacher: Not too bad! Just trying to catch up on some reading. What about you? ||| student: I’m good! I just finished a book called “Where the Crawdads Sing.” It was fantastic! ||| teacher: I’ve heard great things about that one. What’s it about? ||| student: It’s a mix of a coming-of-age story and a mystery. The setting is beautiful—marshlands in North Carolina. ||| teacher: Sounds intriguing! I love books that transport you to different places. ||| student: You’d really enjoy it. The writing is lyrical and vivid.,I’ll definitely add it to my list. Any other recommendations?,None,0
292882190,train,3.4D.Understanding Multiplication,||| teacher: What would be the value of 4 times 6? ||| teacher: Please let me know if you need any help with. ||| teacher: Do you want me to explain this step? ||| student: if i haf 3 in 1 bag but  he  ole hav 4 bag ma be he cod hav      1 in het bag ||| ,Could you show me what you mean on the whiteboard?,ask_question,1
293972340,test,2.9A.Length Problems (Review) - 1,||| teacher: Keep going. ||| teacher: Subtract the smaller number from the larger number to find the length of the red line. ||| teacher: What is the difference between 31 and 25? ||| student: 14 ||| ,Close! Let's think about it again. How many are left over when you take away 25 from 31?,simplify_question,1
4388173453,train,Not Available,"teacher: Hi! ||| student: Hey, how's it going? ||| teacher: It's good! How is your day? ||| student: My day is good. A bit sad that it gets dark so early but oh well. Did you do anything fun over the weekend?","Yes, the darkness can be a bit depressing. This weekend I went rock climbing! It was great! How about yourself?",None,0
2290464743,train,Not Available,teacher: Hi! ||| student: Hello!,There is sports tournament (badminton + tennis + basketball) organized by google next week. Would you like to volunteer for these events?,None,0
616606753,test,4.6D.Classifying 2D Figures,||| teacher: Good answer. ||| teacher: And for figure 2? ||| teacher: What is the number of angle for figure 2? ||| student: 0 ||| ,"Hmm, not quite. Remember that an angle is what's formed just when two sides meet",explain_concept,1
61343119,test,5.3K.Adding and Subtracting Decimal Numbers,||| teacher: We have to find how many cubes will be in the box ||| teacher: Please focus on the whiteboard. ||| teacher: How many cubes are in the LENGTH of the box? (Color the length across the front.) ||| student: 120 ||| ,"Ah, you got the final answer to part D of this question, well done! They want us to show our work, so could you explain how you got 120? ",ask_question,1
296399925,train,6.8B.Areas of Triangles,||| teacher: A triangular bookend has a base of 5 inches and a height of 9 inches. ||| teacher: We need to find the area of the bookend. ||| teacher: What is the formula to find the area of a triangle? ||| student: 9x5 I think ||| ,The formula will have only letters. What is the formula for the area of a triangle?,provide_hint,1
5115000505,train,Not Available,teacher: Hi! ||| student: Hi 🙂 ||| teacher: I just came back from work. so tired ||| student: Oh I am sorry to hear! What did you work on? ||| teacher: I'm a lawyer. so talking to clients most of the day ||| student: Oh you are a lawyer. I've been so interested in this profession. ||| teacher: really? why? ||| student: it's so stressful 🙂 ||| teacher: It is so different from what I am doing to earn a life ||| student: what do you do? ||| teacher: I am a painter ||| student: oh wow what type of paintings do you do?,I do oil painting.,None,0
7315209947,train,Not Available,"teacher: Hi! ||| student: Hi, how are you? ||| teacher: I'm doing great. what are you up to? ||| student: I was just reading a book actually How about you? ||| teacher: oh, I'm enjoying a sip of coffee, looking over the ocean. what book are you reading? ||| student: I'm reading Why We Sleep It's a book by a sleep scientist about the benefits of sleeping/cons of not sleeping enough I'm trying to scare myself into sleeping more haha ||| teacher: that seems like a good book. does it have good tips on how to sleep better? ||| student: I think so! I haven't finished it yet though Understanding sleep better has been helping me value it more and I've been sleeping a lot earlier Have you read any good books recently? ||| teacher: I read lots of papers, but do poorly on books 😞 a recent book that I like is Zero to One by Peter Thiel ||| student: What's the book about? ||| teacher: it's about startups, lots of useful principles and philosophies for innovation, like being a contrarian ||| student: Cool! Are you thinking about starting a startup? ||| teacher: I might in the future. the philosophy in the book also help for other things as well, e.g., in research, you might also want to be contrarian ||| student: I see; seems like an interesting read! 🙂",yup!,None,0
